L,R,A,Vbias,result
10,60,25,1.8,False
10,60,25,1.9,False
10,60,25,2.0,False
10,60,30,1.0,False
10,60,30,1.1,False
10,60,30,1.2,False
10,50,20,1.1,True
10,50,20,1.2,False
10,50,20,1.3,False
10,50,20,1.4,False
10,50,20,1.5,False
10,50,20,1.6,False
10,50,20,1.7,False
10,50,20,1.8,False
10,50,20,1.9,False
10,50,20,2.0,False
10,70,5,1.2,True
10,70,5,1.3,True
10,70,5,1.4,True
10,70,5,1.5,True
10,70,5,1.6,True
10,70,5,1.7,True
10,70,5,1.8,False
10,70,5,1.9,False
10,70,5,2.0,False
10,70,10,1.0,False
10,60,30,1.3,False
10,60,30,1.4,False
10,60,30,1.5,False
10,60,30,1.6,False
10,60,30,1.7,False
10,60,30,1.8,False
10,60,30,1.9,False
10,60,30,2.0,False
10,70,5,1.0,False
10,70,5,1.1,True
10,80,5,1.6,True
10,80,5,1.7,True
10,80,5,1.8,True
10,80,5,1.9,False
10,80,5,2.0,False
10,80,10,1.0,False
10,80,10,1.1,False
10,80,10,1.2,True
10,80,10,1.3,True
10,80,10,1.4,True
10,70,10,1.1,False
10,70,10,1.2,True
10,70,10,1.3,True
10,70,10,1.4,True
10,70,10,1.5,True
10,70,10,1.6,True
10,70,10,1.7,False
10,70,10,1.8,False
10,70,10,1.9,False
10,70,10,2.0,False
10,70,15,1.0,False
10,70,15,1.1,False
10,70,15,1.2,True
10,70,15,1.3,True
10,70,15,1.4,True
10,70,15,1.5,True
10,70,15,1.6,False
10,70,15,1.7,False
10,70,15,1.8,False
10,70,15,1.9,False
10,70,15,2.0,False
10,70,20,1.0,False
10,70,20,1.1,False
10,70,20,1.2,True
10,70,20,1.3,True
10,70,20,1.4,True
10,70,20,1.5,False
10,70,20,1.6,False
10,70,20,1.7,False
10,70,20,1.8,False
10,80,10,1.5,True
10,80,10,1.6,True
10,80,10,1.7,True
10,80,10,1.8,False
10,80,10,1.9,False
10,80,10,2.0,False
10,80,15,1.0,False
10,80,15,1.1,False
10,80,15,1.2,True
10,80,15,1.3,True
10,70,20,1.9,False
10,70,20,2.0,False
10,70,25,1.0,False
10,70,25,1.1,False
10,70,25,1.2,False
10,70,25,1.3,True
10,70,25,1.4,True
10,70,25,1.5,False
10,70,25,1.6,False
10,70,25,1.7,False
10,70,25,1.8,False
10,70,25,1.9,False
10,70,25,2.0,False
10,70,30,1.0,False
10,70,30,1.1,False
10,70,30,1.2,False
10,70,30,1.3,False
10,70,30,1.4,False
10,70,30,1.5,False
10,70,30,1.6,False
10,80,15,1.4,True
10,80,15,1.5,True
10,80,15,1.6,True
10,80,15,1.7,True
10,80,15,1.8,False
10,80,15,1.9,False
10,80,15,2.0,False
10,80,20,1.0,False
10,80,20,1.1,False
10,80,20,1.2,False
10,70,30,1.7,False
10,70,30,1.8,False
10,70,30,1.9,False
10,70,30,2.0,False
10,80,5,1.0,False
10,80,5,1.1,False
10,80,5,1.2,True
10,80,5,1.3,True
10,80,5,1.4,True
10,80,5,1.5,True
10,80,20,1.3,True
10,80,20,1.4,True
10,80,20,1.5,True
10,80,20,1.6,True
10,80,20,1.7,False
10,80,20,1.8,False
10,80,20,1.9,False
10,80,20,2.0,False
10,80,25,1.0,False
10,80,25,1.1,False
10,90,5,1.0,False
10,90,5,1.1,False
10,90,5,1.2,True
10,90,5,1.3,True
10,90,5,1.4,True
10,90,5,1.5,True
10,90,5,1.6,True
10,90,5,1.7,True
10,90,5,1.8,True
10,90,5,1.9,True
10,80,30,1.1,False
10,80,30,1.2,False
10,80,30,1.3,False
10,80,30,1.4,False
10,80,30,1.5,False
10,80,30,1.6,False
10,80,30,1.7,False
10,80,30,1.8,False
10,80,30,1.9,False
10,80,30,2.0,False
10,90,5,2.0,False
10,90,10,1.0,False
10,90,10,1.1,False
10,90,10,1.2,True
10,90,10,1.3,True
10,90,10,1.4,True
10,90,10,1.5,True
10,90,10,1.6,True
10,90,10,1.7,True
10,90,10,1.8,True
10,80,25,1.2,False
10,80,25,1.3,False
10,80,25,1.4,True
10,80,25,1.5,True
10,80,25,1.6,False
10,80,25,1.7,False
10,80,25,1.8,False
10,80,25,1.9,False
10,80,25,2.0,False
10,80,30,1.0,False
10,90,10,1.9,True
10,90,10,2.0,False
10,90,15,1.0,False
10,90,15,1.1,False
10,90,15,1.2,True
10,90,15,1.3,True
10,90,15,1.4,True
10,90,15,1.5,True
10,90,15,1.6,True
10,90,15,1.7,True
10,90,15,1.8,True
10,90,15,1.9,False
10,90,15,2.0,False
10,90,20,1.0,False
10,90,20,1.1,False
10,90,20,1.2,False
10,90,20,1.3,True
10,90,20,1.4,True
10,90,20,1.5,True
10,90,20,1.6,True
10,100,5,1.4,True
10,100,5,1.5,True
10,100,5,1.6,True
10,100,5,1.7,True
10,100,5,1.8,True
10,100,5,1.9,True
10,100,5,2.0,False
10,100,10,1.0,False
10,100,10,1.1,False
10,100,10,1.2,True
10,90,20,1.7,True
10,90,20,1.8,False
10,90,20,1.9,False
10,90,20,2.0,False
10,90,25,1.0,False
10,90,25,1.1,False
10,90,25,1.2,False
10,90,25,1.3,False
10,90,25,1.4,False
10,90,25,1.5,True
10,100,10,1.3,True
10,100,10,1.4,True
10,100,10,1.5,True
10,100,10,1.6,True
10,100,10,1.7,True
10,100,10,1.8,True
10,100,10,1.9,True
10,100,10,2.0,False
10,100,15,1.0,False
10,100,15,1.1,False
10,90,25,1.6,True
10,90,25,1.7,True
10,90,25,1.8,False
10,90,25,1.9,False
10,90,25,2.0,False
10,90,30,1.0,False
10,90,30,1.1,False
10,90,30,1.2,False
10,90,30,1.3,False
10,90,30,1.4,False
10,100,15,1.2,True
10,100,15,1.3,True
10,100,15,1.4,True
10,100,15,1.5,True
10,100,15,1.6,True
10,100,15,1.7,True
10,100,15,1.8,True
10,100,15,1.9,True
10,100,15,2.0,False
10,100,20,1.0,False
10,90,30,1.5,False
10,90,30,1.6,False
10,90,30,1.7,False
10,90,30,1.8,False
10,90,30,1.9,False
10,90,30,2.0,False
10,100,5,1.0,False
10,100,5,1.1,False
10,100,5,1.2,True
10,100,5,1.3,True
10,100,25,1.0,False
10,100,25,1.1,False
10,100,25,1.2,False
10,100,25,1.3,False
10,100,25,1.4,False
10,100,25,1.5,True
10,100,25,1.6,True
10,100,25,1.7,True
10,100,25,1.8,True
10,100,25,1.9,False
10,100,25,2.0,False
10,100,30,1.0,False
10,100,30,1.1,False
10,100,30,1.2,False
10,100,30,1.3,False
10,100,30,1.4,False
10,100,30,1.5,False
10,100,30,1.6,False
10,100,30,1.7,False
10,100,30,1.8,False
10,100,20,1.1,False
10,100,20,1.2,False
10,100,20,1.3,True
10,100,20,1.4,True
10,100,20,1.5,True
10,100,20,1.6,True
10,100,20,1.7,True
10,100,20,1.8,True
10,100,20,1.9,True
10,100,20,2.0,False
10,110,5,1.8,True
10,110,5,1.9,True
10,110,5,2.0,False
10,110,10,1.0,False
10,110,10,1.1,False
10,110,10,1.2,True
10,110,10,1.3,True
10,110,10,1.4,True
10,110,10,1.5,True
10,110,10,1.6,True
10,100,30,1.9,False
10,100,30,2.0,False
10,110,5,1.0,False
10,110,5,1.1,False
10,110,5,1.2,True
10,110,5,1.3,True
10,110,5,1.4,True
10,110,5,1.5,True
10,110,5,1.6,True
10,110,5,1.7,True
10,110,20,1.5,True
10,110,20,1.6,True
10,110,20,1.7,True
10,110,20,1.8,True
10,110,20,1.9,True
10,110,20,2.0,False
10,110,25,1.0,False
10,110,25,1.1,False
10,110,25,1.2,False
10,110,25,1.3,False
10,110,15,1.6,True
10,110,15,1.7,True
10,110,15,1.8,True
10,110,15,1.9,True
10,110,15,2.0,False
10,110,20,1.0,False
10,110,20,1.1,False
10,110,20,1.2,False
10,110,20,1.3,False
10,110,20,1.4,True
10,110,10,1.7,True
10,110,10,1.8,True
10,110,10,1.9,True
10,110,10,2.0,False
10,110,15,1.0,False
10,110,15,1.1,False
10,110,15,1.2,False
10,110,15,1.3,True
10,110,15,1.4,True
10,110,15,1.5,True
10,110,25,1.4,False
10,110,25,1.5,False
10,110,25,1.6,True
10,110,25,1.7,True
10,110,25,1.8,True
10,110,25,1.9,True
10,110,25,2.0,False
10,110,30,1.0,False
10,110,30,1.1,False
10,110,30,1.2,False
10,120,5,1.2,True
10,120,5,1.3,True
10,120,5,1.4,True
10,120,5,1.5,True
10,120,5,1.6,True
10,120,5,1.7,True
10,120,5,1.8,True
10,120,5,1.9,True
10,120,5,2.0,False
10,120,10,1.0,False
10,110,30,1.3,False
10,110,30,1.4,False
10,110,30,1.5,False
10,110,30,1.6,False
10,110,30,1.7,False
10,110,30,1.8,False
10,110,30,1.9,True
10,110,30,2.0,False
10,120,5,1.0,False
10,120,5,1.1,False
10,120,10,1.1,False
10,120,10,1.2,True
10,120,10,1.3,True
10,120,10,1.4,True
10,120,10,1.5,True
10,120,10,1.6,True
10,120,10,1.7,True
10,120,10,1.8,True
10,120,10,1.9,True
10,120,10,2.0,False
10,120,15,1.0,False
10,120,15,1.1,False
10,120,15,1.2,False
10,120,15,1.3,True
10,120,15,1.4,True
10,120,15,1.5,True
10,120,15,1.6,True
10,120,15,1.7,True
10,120,15,1.8,True
10,120,15,1.9,True
10,120,20,1.9,True
10,120,20,2.0,False
10,120,25,1.0,False
10,120,25,1.1,False
10,120,25,1.2,False
10,120,25,1.3,False
10,120,25,1.4,False
10,120,25,1.5,False
10,120,25,1.6,True
10,120,25,1.7,True
10,120,15,2.0,False
10,120,20,1.0,False
10,120,20,1.1,False
10,120,20,1.2,False
10,120,20,1.3,False
10,120,20,1.4,True
10,120,20,1.5,True
10,120,20,1.6,True
10,120,20,1.7,True
10,120,20,1.8,True
10,120,25,1.8,True
10,120,25,1.9,True
10,120,25,2.0,False
10,120,30,1.0,False
10,120,30,1.1,False
10,120,30,1.2,False
10,120,30,1.3,False
10,120,30,1.4,False
10,120,30,1.5,False
10,120,30,1.6,False
10,130,15,1.4,True
10,130,15,1.5,True
10,130,15,1.6,True
10,130,15,1.7,True
10,130,15,1.8,True
10,130,15,1.9,True
10,130,15,2.0,False
10,130,20,1.0,False
10,130,20,1.1,False
10,130,20,1.2,False
10,130,5,1.6,True
10,130,5,1.7,True
10,130,5,1.8,True
10,130,5,1.9,True
10,130,5,2.0,False
10,130,10,1.0,False
10,130,10,1.1,False
10,130,10,1.2,False
10,130,10,1.3,True
10,130,10,1.4,True
10,120,30,1.7,False
10,120,30,1.8,False
10,120,30,1.9,True
10,120,30,2.0,False
10,130,5,1.0,False
10,130,5,1.1,False
10,130,5,1.2,True
10,130,5,1.3,True
10,130,5,1.4,True
10,130,5,1.5,True
10,130,10,1.5,True
10,130,10,1.6,True
10,130,10,1.7,True
10,130,10,1.8,True
10,130,10,1.9,True
10,130,10,2.0,False
10,130,15,1.0,False
10,130,15,1.1,False
10,130,15,1.2,False
10,130,15,1.3,True
10,130,20,1.3,False
10,130,20,1.4,True
10,130,20,1.5,True
10,130,20,1.6,True
10,130,20,1.7,True
10,130,20,1.8,True
10,130,20,1.9,True
10,130,20,2.0,False
10,130,25,1.0,False
10,130,25,1.1,False
10,130,25,1.2,False
10,130,25,1.3,False
10,130,25,1.4,False
10,130,25,1.5,False
10,130,25,1.6,False
10,130,25,1.7,True
10,130,25,1.8,True
10,130,25,1.9,True
10,130,25,2.0,False
10,130,30,1.0,False
10,140,5,1.0,False
10,140,5,1.1,False
10,140,5,1.2,False
10,140,5,1.3,True
10,140,5,1.4,True
10,140,5,1.5,True
10,140,5,1.6,True
10,140,5,1.7,True
10,140,5,1.8,True
10,140,5,1.9,True
10,130,30,1.1,False
10,130,30,1.2,False
10,130,30,1.3,False
10,130,30,1.4,False
10,130,30,1.5,False
10,130,30,1.6,False
10,130,30,1.7,False
10,130,30,1.8,False
10,130,30,1.9,False
10,130,30,2.0,False
10,140,5,2.0,False
10,140,10,1.0,False
10,140,10,1.1,False
10,140,10,1.2,False
10,140,10,1.3,True
10,140,10,1.4,True
10,140,10,1.5,True
10,140,10,1.6,True
10,140,10,1.7,True
10,140,10,1.8,True
10,140,10,1.9,True
10,140,10,2.0,False
10,140,15,1.0,False
10,140,15,1.1,False
10,140,15,1.2,False
10,140,15,1.3,True
10,140,15,1.4,True
10,140,15,1.5,True
10,140,15,1.6,True
10,140,15,1.7,True
10,140,15,1.8,True
10,140,15,1.9,True
10,140,15,2.0,False
10,140,20,1.0,False
10,140,20,1.1,False
10,140,20,1.2,False
10,140,20,1.3,False
10,140,20,1.4,True
10,140,20,1.5,True
10,140,20,1.6,True
10,140,25,1.6,False
10,140,25,1.7,True
10,140,25,1.8,True
10,140,25,1.9,True
10,140,25,2.0,False
10,140,30,1.0,False
10,140,30,1.1,False
10,140,30,1.2,False
10,140,30,1.3,False
10,140,30,1.4,False
10,140,20,1.7,True
10,140,20,1.8,True
10,140,20,1.9,True
10,140,20,2.0,False
10,140,25,1.0,False
10,140,25,1.1,False
10,140,25,1.2,False
10,140,25,1.3,False
10,140,25,1.4,False
10,140,25,1.5,False
10,150,10,1.3,True
10,150,10,1.4,True
10,150,10,1.5,True
10,150,10,1.6,True
10,150,10,1.7,True
10,150,10,1.8,True
10,150,10,1.9,True
10,150,10,2.0,False
10,150,15,1.0,False
10,150,15,1.1,False
10,140,30,1.5,False
10,140,30,1.6,False
10,140,30,1.7,False
10,140,30,1.8,False
10,140,30,1.9,False
10,140,30,2.0,False
10,150,5,1.0,False
10,150,5,1.1,False
10,150,5,1.2,False
10,150,5,1.3,True
10,150,5,1.4,True
10,150,5,1.5,True
10,150,5,1.6,True
10,150,5,1.7,True
10,150,5,1.8,True
10,150,5,1.9,True
10,150,5,2.0,False
10,150,10,1.0,False
10,150,10,1.1,False
10,150,10,1.2,False
10,150,15,1.2,False
10,150,15,1.3,True
10,150,15,1.4,True
10,150,15,1.5,True
10,150,15,1.6,True
10,150,15,1.7,True
10,150,15,1.8,True
10,150,15,1.9,True
10,150,15,2.0,False
10,150,20,1.0,False
10,150,25,2.0,False
10,150,30,1.0,False
10,150,30,1.1,False
10,150,30,1.2,False
10,150,30,1.3,False
10,150,30,1.4,False
10,150,30,1.5,False
10,150,30,1.6,False
10,150,30,1.7,False
10,150,30,1.8,False
10,150,25,1.0,False
10,150,25,1.1,False
10,150,25,1.2,False
10,150,25,1.3,False
10,150,25,1.4,False
10,150,25,1.5,False
10,150,25,1.6,False
10,150,25,1.7,False
10,150,25,1.8,True
10,150,25,1.9,True
10,150,20,1.1,False
10,150,20,1.2,False
10,150,20,1.3,False
10,150,20,1.4,False
10,150,20,1.5,True
10,150,20,1.6,True
10,150,20,1.7,True
10,150,20,1.8,True
10,150,20,1.9,True
10,150,20,2.0,False
10,150,30,1.9,False
10,150,30,2.0,False
10,160,5,1.0,False
10,160,5,1.1,False
10,160,5,1.2,False
10,160,5,1.3,True
10,160,5,1.4,True
10,160,5,1.5,True
10,160,5,1.6,True
10,160,5,1.7,True
10,160,5,1.8,True
10,160,5,1.9,True
10,160,5,2.0,False
10,160,10,1.0,False
10,160,10,1.1,False
10,160,10,1.2,False
10,160,10,1.3,True
10,160,10,1.4,True
10,160,10,1.5,True
10,160,10,1.6,True
10,160,10,1.7,True
10,160,10,1.8,True
10,160,10,1.9,True
10,160,10,2.0,False
10,160,15,1.0,False
10,160,15,1.1,False
10,160,15,1.2,False
10,160,15,1.3,True
10,160,15,1.4,True
10,160,15,1.5,True
10,160,20,1.5,True
10,160,20,1.6,True
10,160,20,1.7,True
10,160,20,1.8,True
10,160,20,1.9,True
10,160,20,2.0,False
10,160,25,1.0,False
10,160,25,1.1,False
10,160,25,1.2,False
10,160,25,1.3,False
10,160,15,1.6,True
10,160,15,1.7,True
10,160,15,1.8,True
10,160,15,1.9,True
10,160,15,2.0,False
10,160,20,1.0,False
10,160,20,1.1,False
10,160,20,1.2,False
10,160,20,1.3,False
10,160,20,1.4,False
10,160,25,1.4,False
10,160,25,1.5,False
10,160,25,1.6,False
10,160,25,1.7,False
10,160,25,1.8,True
10,160,25,1.9,True
10,160,25,2.0,False
10,160,30,1.0,False
10,160,30,1.1,False
10,160,30,1.2,False
10,170,5,1.2,False
10,170,5,1.3,True
10,170,5,1.4,True
10,170,5,1.5,True
10,170,5,1.6,True
10,170,5,1.7,True
10,170,5,1.8,True
10,170,5,1.9,True
10,170,5,2.0,False
10,170,10,1.0,False
10,160,30,1.3,False
10,160,30,1.4,False
10,160,30,1.5,False
10,160,30,1.6,False
10,160,30,1.7,False
10,160,30,1.8,False
10,160,30,1.9,False
10,160,30,2.0,False
10,170,5,1.0,False
10,170,5,1.1,False
10,170,10,1.1,False
10,170,10,1.2,False
10,170,10,1.3,True
10,170,10,1.4,True
10,170,10,1.5,True
10,170,10,1.6,True
10,170,10,1.7,True
10,170,10,1.8,True
10,170,10,1.9,True
10,170,10,2.0,False
10,170,15,1.0,False
10,170,15,1.1,False
10,170,15,1.2,False
10,170,15,1.3,False
10,170,15,1.4,True
10,170,15,1.5,True
10,170,15,1.6,True
10,170,15,1.7,True
10,170,15,1.8,True
10,170,15,1.9,True
10,170,15,2.0,False
10,170,20,1.0,False
10,170,20,1.1,False
10,170,20,1.2,False
10,170,20,1.3,False
10,170,20,1.4,False
10,170,20,1.5,True
10,170,20,1.6,True
10,170,20,1.7,True
10,170,20,1.8,True
10,170,20,1.9,True
10,170,20,2.0,False
10,170,25,1.0,False
10,170,25,1.1,False
10,170,25,1.2,False
10,170,25,1.3,False
10,170,25,1.4,False
10,170,25,1.5,False
10,170,25,1.6,False
10,170,25,1.7,False
10,170,25,1.8,True
10,170,25,1.9,True
10,170,25,2.0,False
10,170,30,1.0,False
10,170,30,1.1,False
10,170,30,1.2,False
10,170,30,1.3,False
10,170,30,1.4,False
10,170,30,1.5,False
10,170,30,1.6,False
10,170,30,1.7,False
10,170,30,1.8,False
10,170,30,1.9,False
10,170,30,2.0,False
10,180,5,1.0,False
10,180,5,1.1,False
10,180,5,1.2,False
10,180,5,1.3,True
10,180,5,1.4,True
10,180,5,1.5,True
10,180,5,1.6,True
10,180,5,1.7,True
10,180,5,1.8,True
10,180,5,1.9,True
10,180,5,2.0,False
10,180,10,1.0,False
10,180,10,1.1,False
10,180,10,1.2,False
10,180,10,1.3,True
10,180,10,1.4,True
10,180,10,1.5,True
10,180,10,1.6,True
10,180,10,1.7,True
10,180,10,1.8,True
10,180,10,1.9,True
10,180,10,2.0,False
10,180,15,1.0,False
10,180,15,1.1,False
10,180,15,1.2,False
10,180,15,1.3,False
10,180,20,1.3,False
10,180,20,1.4,False
10,180,20,1.5,True
10,180,20,1.6,True
10,180,20,1.7,True
10,180,20,1.8,True
10,180,20,1.9,True
10,180,20,2.0,False
10,180,25,1.0,False
10,180,25,1.1,False
10,180,15,1.4,True
10,180,15,1.5,True
10,180,15,1.6,True
10,180,15,1.7,True
10,180,15,1.8,True
10,180,15,1.9,True
10,180,15,2.0,False
10,180,20,1.0,False
10,180,20,1.1,False
10,180,20,1.2,False
10,180,25,1.2,False
10,180,25,1.3,False
10,180,25,1.4,False
10,180,25,1.5,False
10,180,25,1.6,False
10,180,25,1.7,False
10,180,25,1.8,False
10,180,25,1.9,True
10,180,25,2.0,False
10,180,30,1.0,False
10,180,30,1.1,False
10,180,30,1.2,False
10,180,30,1.3,False
10,180,30,1.4,False
10,180,30,1.5,False
10,180,30,1.6,False
10,180,30,1.7,False
10,180,30,1.8,False
10,180,30,1.9,False
10,180,30,2.0,False
10,190,5,2.0,False
10,190,10,1.0,False
10,190,10,1.1,False
10,190,10,1.2,False
10,190,10,1.3,True
10,190,10,1.4,True
10,190,10,1.5,True
10,190,10,1.6,True
10,190,10,1.7,True
10,190,10,1.8,True
10,190,5,1.0,False
10,190,5,1.1,False
10,190,5,1.2,False
10,190,5,1.3,True
10,190,5,1.4,True
10,190,5,1.5,True
10,190,5,1.6,True
10,190,5,1.7,True
10,190,5,1.8,True
10,190,5,1.9,True
10,190,15,1.8,True
10,190,15,1.9,True
10,190,15,2.0,False
10,190,20,1.0,False
10,190,20,1.1,False
10,190,20,1.2,False
10,190,20,1.3,False
10,190,20,1.4,False
10,190,20,1.5,False
10,190,20,1.6,True
10,190,10,1.9,True
10,190,10,2.0,False
10,190,15,1.0,False
10,190,15,1.1,False
10,190,15,1.2,False
10,190,15,1.3,False
10,190,15,1.4,True
10,190,15,1.5,True
10,190,15,1.6,True
10,190,15,1.7,True
10,190,20,1.7,True
10,190,20,1.8,True
10,190,20,1.9,True
10,190,20,2.0,False
10,190,25,1.0,False
10,190,25,1.1,False
10,190,25,1.2,False
10,190,25,1.3,False
10,190,25,1.4,False
10,190,25,1.5,False
10,190,25,1.6,False
10,190,25,1.7,False
10,190,25,1.8,False
10,190,25,1.9,True
10,190,25,2.0,False
10,190,30,1.0,False
10,190,30,1.1,False
10,190,30,1.2,False
10,190,30,1.3,False
10,190,30,1.4,False
10,190,30,1.5,False
10,190,30,1.6,False
10,190,30,1.7,False
10,190,30,1.8,False
10,190,30,1.9,False
10,190,30,2.0,False
10,200,5,1.0,False
10,200,5,1.1,False
10,200,5,1.2,False
10,200,5,1.3,True
10,200,5,1.4,True
10,200,5,1.5,True
10,200,5,1.6,True
10,200,5,1.7,True
10,200,5,1.8,True
10,200,5,1.9,True
10,200,5,2.0,False
10,200,10,1.0,False
10,200,10,1.1,False
10,200,10,1.2,False
10,200,10,1.3,True
10,200,10,1.4,True
10,200,10,1.5,True
10,200,10,1.6,True
10,200,10,1.7,True
10,200,10,1.8,True
10,200,10,1.9,True
10,200,10,2.0,False
10,200,15,1.0,False
10,200,15,1.1,False
10,200,20,1.1,False
10,200,20,1.2,False
10,200,20,1.3,False
10,200,20,1.4,False
10,200,20,1.5,False
10,200,20,1.6,True
10,200,20,1.7,True
10,200,20,1.8,True
10,200,20,1.9,True
10,200,20,2.0,False
10,200,25,2.0,False
10,200,30,1.0,False
10,200,30,1.1,False
10,200,30,1.2,False
10,200,30,1.3,False
10,200,30,1.4,False
10,200,30,1.5,False
10,200,30,1.6,False
10,200,30,1.7,False
10,200,30,1.8,False
10,200,15,1.2,False
10,200,15,1.3,False
10,200,15,1.4,True
10,200,15,1.5,True
10,200,15,1.6,True
10,200,15,1.7,True
10,200,15,1.8,True
10,200,15,1.9,True
10,200,15,2.0,False
10,200,20,1.0,False
10,200,25,1.0,False
10,200,25,1.1,False
10,200,25,1.2,False
10,200,25,1.3,False
10,200,25,1.4,False
10,200,25,1.5,False
10,200,25,1.6,False
10,200,25,1.7,False
10,200,25,1.8,False
10,200,25,1.9,True
10,200,30,1.9,False
10,200,30,2.0,False
15,50,5,1.0,False
15,50,5,1.1,True
15,50,5,1.2,True
15,50,5,1.3,False
15,50,5,1.4,False
15,50,5,1.5,False
15,50,5,1.6,False
15,50,5,1.7,False
15,50,10,1.7,False
15,50,10,1.8,False
15,50,10,1.9,False
15,50,10,2.0,False
15,50,15,1.0,False
15,50,15,1.1,True
15,50,15,1.2,False
15,50,15,1.3,False
15,50,15,1.4,False
15,50,15,1.5,False
15,50,5,1.8,False
15,50,5,1.9,False
15,50,5,2.0,False
15,50,10,1.0,False
15,50,10,1.1,True
15,50,10,1.2,False
15,50,10,1.3,False
15,50,10,1.4,False
15,50,10,1.5,False
15,50,10,1.6,False
15,60,15,2.0,False
15,60,20,1.0,False
15,60,20,1.1,False
15,60,20,1.2,False
15,60,20,1.3,False
15,60,20,1.4,False
15,60,20,1.5,False
15,60,20,1.6,False
15,60,20,1.7,False
15,60,20,1.8,False
15,60,20,1.9,False
15,60,20,2.0,False
15,60,25,1.0,False
15,60,25,1.1,False
15,60,25,1.2,False
15,60,25,1.3,False
15,60,25,1.4,False
15,60,25,1.5,False
15,60,25,1.6,False
15,60,25,1.7,False
15,50,15,1.6,False
15,50,15,1.7,False
15,50,15,1.8,False
15,50,15,1.9,False
15,50,15,2.0,False
15,50,20,1.0,False
15,50,20,1.1,False
15,50,20,1.2,False
15,50,20,1.3,False
15,50,20,1.4,False
15,60,5,1.2,True
15,60,5,1.3,True
15,60,5,1.4,True
15,60,5,1.5,False
15,60,5,1.6,False
15,60,5,1.7,False
15,60,5,1.8,False
15,60,5,1.9,False
15,60,5,2.0,False
15,60,10,1.0,False
15,60,15,1.0,False
15,60,15,1.1,False
15,60,15,1.2,True
15,60,15,1.3,True
15,60,15,1.4,False
15,60,15,1.5,False
15,60,15,1.6,False
15,60,15,1.7,False
15,60,15,1.8,False
15,60,15,1.9,False
15,60,10,1.1,False
15,60,10,1.2,True
15,60,10,1.3,True
15,60,10,1.4,False
15,60,10,1.5,False
15,60,10,1.6,False
15,60,10,1.7,False
15,60,10,1.8,False
15,60,10,1.9,False
15,60,10,2.0,False
15,50,20,1.5,False
15,50,20,1.6,False
15,50,20,1.7,False
15,50,20,1.8,False
15,50,20,1.9,False
15,50,20,2.0,False
15,50,25,1.0,False
15,50,25,1.1,False
15,50,25,1.2,False
15,50,25,1.3,False
15,50,25,1.4,False
15,50,25,1.5,False
15,50,25,1.6,False
15,50,25,1.7,False
15,50,25,1.8,False
15,50,25,1.9,False
15,50,25,2.0,False
15,50,30,1.0,False
15,50,30,1.1,False
15,50,30,1.2,False
15,50,30,1.3,False
15,50,30,1.4,False
15,50,30,1.5,False
15,50,30,1.6,False
15,50,30,1.7,False
15,50,30,1.8,False
15,50,30,1.9,False
15,50,30,2.0,False
15,60,5,1.0,False
15,60,5,1.1,True
15,60,25,1.8,False
15,60,25,1.9,False
15,60,25,2.0,False
15,60,30,1.0,False
15,60,30,1.1,False
15,60,30,1.2,False
15,60,30,1.3,False
15,60,30,1.4,False
15,60,30,1.5,False
15,60,30,1.6,False
15,70,5,1.6,True
15,70,5,1.7,False
15,70,5,1.8,False
15,70,5,1.9,False
15,70,5,2.0,False
15,70,10,1.0,False
15,70,10,1.1,False
15,70,10,1.2,True
15,70,10,1.3,True
15,70,10,1.4,True
15,60,30,1.7,False
15,60,30,1.8,False
15,60,30,1.9,False
15,60,30,2.0,False
15,70,5,1.0,False
15,70,5,1.1,False
15,70,5,1.2,True
15,70,5,1.3,True
15,70,5,1.4,True
15,70,5,1.5,True
15,80,5,1.0,False
15,80,5,1.1,False
15,80,5,1.2,True
15,80,5,1.3,True
15,80,5,1.4,True
15,80,5,1.5,True
15,80,5,1.6,True
15,80,5,1.7,True
15,80,5,1.8,False
15,80,5,1.9,False
15,70,30,1.1,False
15,70,30,1.2,False
15,70,30,1.3,False
15,70,30,1.4,False
15,70,30,1.5,False
15,70,30,1.6,False
15,70,30,1.7,False
15,70,30,1.8,False
15,70,30,1.9,False
15,70,30,2.0,False
15,70,20,1.3,True
15,70,20,1.4,True
15,70,20,1.5,False
15,70,20,1.6,False
15,70,20,1.7,False
15,70,20,1.8,False
15,70,20,1.9,False
15,70,20,2.0,False
15,70,25,1.0,False
15,70,25,1.1,False
15,80,5,2.0,False
15,80,10,1.0,False
15,80,10,1.1,False
15,80,10,1.2,True
15,80,10,1.3,True
15,80,10,1.4,True
15,80,10,1.5,True
15,80,10,1.6,True
15,80,10,1.7,True
15,80,10,1.8,False
15,70,10,1.5,True
15,70,10,1.6,False
15,70,10,1.7,False
15,70,10,1.8,False
15,70,10,1.9,False
15,70,10,2.0,False
15,70,15,1.0,False
15,70,15,1.1,False
15,70,15,1.2,True
15,70,15,1.3,True
15,70,15,1.4,True
15,70,15,1.5,False
15,70,15,1.6,False
15,70,15,1.7,False
15,70,15,1.8,False
15,70,15,1.9,False
15,70,15,2.0,False
15,70,20,1.0,False
15,70,20,1.1,False
15,70,20,1.2,False
15,80,10,1.9,False
15,80,10,2.0,False
15,80,15,1.0,False
15,80,15,1.1,False
15,80,15,1.2,False
15,80,15,1.3,True
15,80,15,1.4,True
15,80,15,1.5,True
15,80,15,1.6,True
